1004293:3	none	DRINKS#PRICES	The food was lousy - too sweet or too salty and the portions tiny.
1004293:4	none	FOOD#QUALITY	After all that, they complained to me about the small tip.
1004293:4	negative	SERVICE#GENERAL	After all that, they complained to me about the small tip.
1004293:4	none	RESTAURANT#GENERAL	After all that, they complained to me about the small tip.
1004293:4	none	AMBIENCE#GENERAL	After all that, they complained to me about the small tip.
1004293:4	none	FOOD#STYLE_OPTIONS	After all that, they complained to me about the small tip.
1004293:4	none	RESTAURANT#MISCELLANEOUS	After all that, they complained to me about the small tip.
1004293:4	none	FOOD#PRICES	After all that, they complained to me about the small tip.
1004293:4	none	RESTAURANT#PRICES	After all that, they complained to me about the small tip.
1004293:4	none	DRINKS#QUALITY	After all that, they complained to me about the small tip.
1004293:4	none	DRINKS#STYLE_OPTIONS	After all that, they complained to me about the small tip.
1004293:4	none	LOCATION#GENERAL	After all that, they complained to me about the small tip.
1004293:4	none	DRINKS#PRICES	After all that, they complained to me about the small tip.
1004293:5	none	FOOD#QUALITY	Avoid this place!
1004293:5	none	SERVICE#GENERAL	Avoid this place!
1004293:5	negative	RESTAURANT#GENERAL	Avoid this place!
1004293:5	none	AMBIENCE#GENERAL	Avoid this place!
1004293:5	none	FOOD#STYLE_OPTIONS	Avoid this place!
1004293:5	none	RESTAURANT#MISCELLANEOUS	Avoid this place!
1004293:5	none	FOOD#PRICES	Avoid this place!
1004293:5	none	RESTAURANT#PRICES	Avoid this place!
1004293:5	none	DRINKS#QUALITY	Avoid this place!
1004293:5	none	DRINKS#STYLE_OPTIONS	Avoid this place!
1004293:5	none	LOCATION#GENERAL	Avoid this place!
1004293:5	none	DRINKS#PRICES	Avoid this place!
1014458:0	positive	FOOD#QUALITY	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	SERVICE#GENERAL	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	RESTAURANT#GENERAL	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	AMBIENCE#GENERAL	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	FOOD#STYLE_OPTIONS	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	RESTAURANT#MISCELLANEOUS	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	FOOD#PRICES	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	RESTAURANT#PRICES	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	DRINKS#QUALITY	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	DRINKS#STYLE_OPTIONS	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	LOCATION#GENERAL	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:0	none	DRINKS#PRICES	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1014458:1	none	FOOD#QUALITY	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	SERVICE#GENERAL	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	positive	RESTAURANT#GENERAL	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	AMBIENCE#GENERAL	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	FOOD#STYLE_OPTIONS	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	RESTAURANT#MISCELLANEOUS	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	FOOD#PRICES	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	RESTAURANT#PRICES	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	DRINKS#QUALITY	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	DRINKS#STYLE_OPTIONS	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	LOCATION#GENERAL	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:1	none	DRINKS#PRICES	Saul is the best restaurant on Smith Street and in Brooklyn.
1014458:2	positive	FOOD#QUALITY	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	SERVICE#GENERAL	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	RESTAURANT#GENERAL	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	AMBIENCE#GENERAL	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	FOOD#STYLE_OPTIONS	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	RESTAURANT#MISCELLANEOUS	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	FOOD#PRICES	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	RESTAURANT#PRICES	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	DRINKS#QUALITY	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	DRINKS#STYLE_OPTIONS	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	LOCATION#GENERAL	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:2	none	DRINKS#PRICES	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1014458:3	none	FOOD#QUALITY	The wine list is interesting and has many good values.
1014458:3	none	SERVICE#GENERAL	The wine list is interesting and has many good values.
1014458:3	none	RESTAURANT#GENERAL	The wine list is interesting and has many good values.
1014458:3	none	AMBIENCE#GENERAL	The wine list is interesting and has many good values.
1014458:3	none	FOOD#STYLE_OPTIONS	The wine list is interesting and has many good values.
1014458:3	none	RESTAURANT#MISCELLANEOUS	The wine list is interesting and has many good values.
1014458:3	none	FOOD#PRICES	The wine list is interesting and has many good values.
1014458:3	none	RESTAURANT#PRICES	The wine list is interesting and has many good values.
1014458:3	none	DRINKS#QUALITY	The wine list is interesting and has many good values.
1014458:3	positive	DRINKS#STYLE_OPTIONS	The wine list is interesting and has many good values.
1014458:3	none	LOCATION#GENERAL	The wine list is interesting and has many good values.
1014458:3	positive	DRINKS#PRICES	The wine list is interesting and has many good values.
1014458:4	positive	FOOD#QUALITY	For the price, you cannot eat this well in Manhattan.
1014458:4	none	SERVICE#GENERAL	For the price, you cannot eat this well in Manhattan.
1014458:4	none	RESTAURANT#GENERAL	For the price, you cannot eat this well in Manhattan.
1014458:4	none	AMBIENCE#GENERAL	For the price, you cannot eat this well in Manhattan.
1014458:4	none	FOOD#STYLE_OPTIONS	For the price, you cannot eat this well in Manhattan.
1014458:4	none	RESTAURANT#MISCELLANEOUS	For the price, you cannot eat this well in Manhattan.
1014458:4	none	FOOD#PRICES	For the price, you cannot eat this well in Manhattan.
1014458:4	positive	RESTAURANT#PRICES	For the price, you cannot eat this well in Manhattan.
1014458:4	none	DRINKS#QUALITY	For the price, you cannot eat this well in Manhattan.
1014458:4	none	DRINKS#STYLE_OPTIONS	For the price, you cannot eat this well in Manhattan.
1014458:4	none	LOCATION#GENERAL	For the price, you cannot eat this well in Manhattan.
1014458:4	none	DRINKS#PRICES	For the price, you cannot eat this well in Manhattan.
1016296:0	none	FOOD#QUALITY	I was very disappointed with this restaurant.
1016296:0	none	SERVICE#GENERAL	I was very disappointed with this restaurant.
1016296:0	negative	RESTAURANT#GENERAL	I was very disappointed with this restaurant.
1016296:0	none	AMBIENCE#GENERAL	I was very disappointed with this restaurant.
1016296:0	none	FOOD#STYLE_OPTIONS	I was very disappointed with this restaurant.
1016296:0	none	RESTAURANT#MISCELLANEOUS	I was very disappointed with this restaurant.
1016296:0	none	FOOD#PRICES	I was very disappointed with this restaurant.
1016296:0	none	RESTAURANT#PRICES	I was very disappointed with this restaurant.
1016296:0	none	DRINKS#QUALITY	I was very disappointed with this restaurant.
1016296:0	none	DRINKS#STYLE_OPTIONS	I was very disappointed with this restaurant.
1016296:0	none	LOCATION#GENERAL	I was very disappointed with this restaurant.
1016296:0	none	DRINKS#PRICES	I was very disappointed with this restaurant.
1016296:1	none	FOOD#QUALITY	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	negative	SERVICE#GENERAL	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	RESTAURANT#GENERAL	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	AMBIENCE#GENERAL	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	FOOD#STYLE_OPTIONS	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	RESTAURANT#MISCELLANEOUS	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	FOOD#PRICES	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	RESTAURANT#PRICES	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	DRINKS#QUALITY	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	DRINKS#STYLE_OPTIONS	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	LOCATION#GENERAL	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:1	none	DRINKS#PRICES	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296:2	none	FOOD#QUALITY	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	negative	SERVICE#GENERAL	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	RESTAURANT#GENERAL	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	AMBIENCE#GENERAL	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	FOOD#STYLE_OPTIONS	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	RESTAURANT#MISCELLANEOUS	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	FOOD#PRICES	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	RESTAURANT#PRICES	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	DRINKS#QUALITY	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	DRINKS#STYLE_OPTIONS	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	LOCATION#GENERAL	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:2	none	DRINKS#PRICES	I had to ask her three times before she finally came back with the dish Ive requested.
1016296:3	neutral	FOOD#QUALITY	Food was okay, nothing great.
1016296:3	none	SERVICE#GENERAL	Food was okay, nothing great.
1016296:3	none	RESTAURANT#GENERAL	Food was okay, nothing great.
1016296:3	none	AMBIENCE#GENERAL	Food was okay, nothing great.
1016296:3	none	FOOD#STYLE_OPTIONS	Food was okay, nothing great.
1016296:3	none	RESTAURANT#MISCELLANEOUS	Food was okay, nothing great.
1016296:3	none	FOOD#PRICES	Food was okay, nothing great.
1016296:3	none	RESTAURANT#PRICES	Food was okay, nothing great.
1016296:3	none	DRINKS#QUALITY	Food was okay, nothing great.
1016296:3	none	DRINKS#STYLE_OPTIONS	Food was okay, nothing great.
1016296:3	none	LOCATION#GENERAL	Food was okay, nothing great.
1016296:3	none	DRINKS#PRICES	Food was okay, nothing great.
1016296:4	negative	FOOD#QUALITY	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	SERVICE#GENERAL	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	RESTAURANT#GENERAL	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	negative	AMBIENCE#GENERAL	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	FOOD#STYLE_OPTIONS	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	RESTAURANT#MISCELLANEOUS	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	FOOD#PRICES	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	RESTAURANT#PRICES	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	DRINKS#QUALITY	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	DRINKS#STYLE_OPTIONS	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	LOCATION#GENERAL	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:4	none	DRINKS#PRICES	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
1016296:5	none	FOOD#QUALITY	I/we will never go back to this place again.
1016296:5	none	SERVICE#GENERAL	I/we will never go back to this place again.
1016296:5	negative	RESTAURANT#GENERAL	I/we will never go back to this place again.
1016296:5	none	AMBIENCE#GENERAL	I/we will never go back to this place again.
1016296:5	none	FOOD#STYLE_OPTIONS	I/we will never go back to this place again.
1016296:5	none	RESTAURANT#MISCELLANEOUS	I/we will never go back to this place again.
1016296:5	none	FOOD#PRICES	I/we will never go back to this place again.
1016296:5	none	RESTAURANT#PRICES	I/we will never go back to this place again.
1016296:5	none	DRINKS#QUALITY	I/we will never go back to this place again.
1016296:5	none	DRINKS#STYLE_OPTIONS	I/we will never go back to this place again.
1016296:5	none	LOCATION#GENERAL	I/we will never go back to this place again.
1016296:5	none	DRINKS#PRICES	I/we will never go back to this place again.
1028246:0	none	FOOD#QUALITY	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	SERVICE#GENERAL	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	positive	RESTAURANT#GENERAL	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	AMBIENCE#GENERAL	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	FOOD#STYLE_OPTIONS	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	RESTAURANT#MISCELLANEOUS	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	FOOD#PRICES	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	RESTAURANT#PRICES	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	DRINKS#QUALITY	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	DRINKS#STYLE_OPTIONS	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	LOCATION#GENERAL	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:0	none	DRINKS#PRICES	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
1028246:1	positive	FOOD#QUALITY	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	positive	SERVICE#GENERAL	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	RESTAURANT#GENERAL	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	AMBIENCE#GENERAL	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	FOOD#STYLE_OPTIONS	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	RESTAURANT#MISCELLANEOUS	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	FOOD#PRICES	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	positive	RESTAURANT#PRICES	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	DRINKS#QUALITY	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	DRINKS#STYLE_OPTIONS	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	LOCATION#GENERAL	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:1	none	DRINKS#PRICES	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
1028246:2	none	FOOD#QUALITY	You can't go wrong here.
1028246:2	none	SERVICE#GENERAL	You can't go wrong here.
1028246:2	positive	RESTAURANT#GENERAL	You can't go wrong here.
1028246:2	none	AMBIENCE#GENERAL	You can't go wrong here.
1028246:2	none	FOOD#STYLE_OPTIONS	You can't go wrong here.
1028246:2	none	RESTAURANT#MISCELLANEOUS	You can't go wrong here.
1028246:2	none	FOOD#PRICES	You can't go wrong here.
1028246:2	none	RESTAURANT#PRICES	You can't go wrong here.
1028246:2	none	DRINKS#QUALITY	You can't go wrong here.
1028246:2	none	DRINKS#STYLE_OPTIONS	You can't go wrong here.
1028246:2	none	LOCATION#GENERAL	You can't go wrong here.
1028246:2	none	DRINKS#PRICES	You can't go wrong here.
1032695:0	none	FOOD#QUALITY	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	SERVICE#GENERAL	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	positive	RESTAURANT#GENERAL	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	AMBIENCE#GENERAL	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	FOOD#STYLE_OPTIONS	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	RESTAURANT#MISCELLANEOUS	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	FOOD#PRICES	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	RESTAURANT#PRICES	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	DRINKS#QUALITY	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	DRINKS#STYLE_OPTIONS	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	LOCATION#GENERAL	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:0	none	DRINKS#PRICES	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
1032695:1	positive	FOOD#QUALITY	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	positive	SERVICE#GENERAL	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	RESTAURANT#GENERAL	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	positive	AMBIENCE#GENERAL	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	FOOD#STYLE_OPTIONS	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	RESTAURANT#MISCELLANEOUS	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	FOOD#PRICES	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	RESTAURANT#PRICES	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	DRINKS#QUALITY	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	DRINKS#STYLE_OPTIONS	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	LOCATION#GENERAL	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:1	none	DRINKS#PRICES	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1032695:2	positive	FOOD#QUALITY	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	SERVICE#GENERAL	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	RESTAURANT#GENERAL	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	AMBIENCE#GENERAL	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	FOOD#STYLE_OPTIONS	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	RESTAURANT#MISCELLANEOUS	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	FOOD#PRICES	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	RESTAURANT#PRICES	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	DRINKS#QUALITY	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	DRINKS#STYLE_OPTIONS	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	LOCATION#GENERAL	I had the duck breast special on my last visit and it was incredible.
1032695:2	none	DRINKS#PRICES	I had the duck breast special on my last visit and it was incredible.
1032695:3	none	FOOD#QUALITY	Can't wait wait for my next visit.
1032695:3	none	SERVICE#GENERAL	Can't wait wait for my next visit.
1032695:3	positive	RESTAURANT#GENERAL	Can't wait wait for my next visit.
1032695:3	none	AMBIENCE#GENERAL	Can't wait wait for my next visit.
1032695:3	none	FOOD#STYLE_OPTIONS	Can't wait wait for my next visit.
1032695:3	none	RESTAURANT#MISCELLANEOUS	Can't wait wait for my next visit.
1032695:3	none	FOOD#PRICES	Can't wait wait for my next visit.
1032695:3	none	RESTAURANT#PRICES	Can't wait wait for my next visit.
1032695:3	none	DRINKS#QUALITY	Can't wait wait for my next visit.
1032695:3	none	DRINKS#STYLE_OPTIONS	Can't wait wait for my next visit.
1032695:3	none	LOCATION#GENERAL	Can't wait wait for my next visit.
1032695:3	none	DRINKS#PRICES	Can't wait wait for my next visit.
1041457:0	none	FOOD#QUALITY	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	SERVICE#GENERAL	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	RESTAURANT#GENERAL	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	AMBIENCE#GENERAL	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	FOOD#STYLE_OPTIONS	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	RESTAURANT#MISCELLANEOUS	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	FOOD#PRICES	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	RESTAURANT#PRICES	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	DRINKS#QUALITY	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	DRINKS#STYLE_OPTIONS	I had my eyes on this place, promising myself I will one day 'give it a try.' 
1041457:0	none	LOCATION#GENERAL	I had my eyes on this place, promising myself I will one day 'give it a try.' 
